name,university,rank,url,cit,cit_2012,hid,hid_2012,citations,papers
Michael N. Sawka,Georgia Institute of Technology,35,https://scholar.google.com/citations?user=TrGbnnwAAAAJ&hl=en,20689,8420,79,48,674,53
Zlatko Sitar,North Carolina State University,84,https://scholar.google.com/citations?user=xeNoVQMAAAAJ&hl=en,6780,3368,43,30,1437,113
Deanna Needell,"University of California, Los Angeles",23,https://scholar.google.com/citations?user=SFGUFjEAAAAJ&hl=en,6977,5857,20,20,763,60
Stefano Soatto,"University of California, Los Angeles",23,https://scholar.google.com/citations?user=lH1PdF8AAAAJ&hl=en,16189,7904,61,39,1119,88
W. Russell Neuman,New York University,30,https://scholar.google.com/citations?user=WwHdMNwAAAAJ&hl=en,9734,4176,27,21,356,28
Jiang Du,University of San Diego,93,https://scholar.google.com/citations?user=WyhLoDYAAAAJ&hl=en,2923,2143,33,27,979,77
Kingsley Wayne Dixon,University of Washington,60,https://scholar.google.com/citations?user=RDUIaDcAAAAJ&hl=en,14316,8199,62,43,1996,157
Susan K. Dutcher,University of Washington,60,https://scholar.google.com/citations?user=Irw8GG4AAAAJ&hl=en,8257,3784,39,26,661,52
Daniel PW Ellis,Columbia,5,https://scholar.google.com/citations?user=1H4HuCkAAAAJ&hl=en,15554,7860,62,44,966,76
Suzy B Gulliver,Texas A&M University,72,https://scholar.google.com/citations?user=XyUIPxEAAAAJ&hl=en,4037,1819,33,25,610,48
Yi Ren,Florida State University,82,https://scholar.google.com/citations?user=jn5s4oMAAAAJ&hl=en,5056,1869,30,22,305,24
Capaldo CT,Emory,21,https://scholar.google.com/citations?user=rNBiHQcAAAAJ&hl=en,2275,1469,21,21,216,17
John P. Walsh,Georgia Institute of Technology,35,https://scholar.google.com/citations?user=lfdfMzwAAAAJ&hl=en,10871,4765,34,25,216,17
James P. Kennett,University of California Santa Barbara,39,https://scholar.google.com/citations?user=exIxX5cAAAAJ&hl=en,27209,6238,85,40,432,34
Kelle Cruz,New York University,30,https://scholar.google.com/citations?user=IH4YZaoAAAAJ&hl=en,5502,3474,40,34,991,78
John A. Cooper,Washington University in St. Louis,19,https://scholar.google.com/citations?user=3rRYklUAAAAJ&hl=en,20310,5912,72,39,559,44
John A. Cooper,University of Washington,60,https://scholar.google.com/citations?user=3rRYklUAAAAJ&hl=en,20310,5912,72,39,559,44
John A. Cooper,Saint Louis University,95,https://scholar.google.com/citations?user=3rRYklUAAAAJ&hl=en,20310,5912,72,39,559,44
Yizhi Jane Tao,Rice University,16,https://scholar.google.com/citations?user=RusuqeQAAAAJ&hl=en,4875,2330,28,25,343,27
Assaf Razin,Cornell,15,https://scholar.google.com/citations?user=W_DHMa0AAAAJ&hl=en,17083,4086,60,30,889,70
Donna L. Maney,Emory,21,https://scholar.google.com/citations?user=4pUpweQAAAAJ&hl=en,3879,2226,30,22,254,20
Knute Nadelhoffer,University of Michigan,28,https://scholar.google.com/citations?user=Jc7sf8YAAAAJ&hl=en,25409,8895,70,48,762,60
Moray J. Campbell,Ohio State University,54,https://scholar.google.com/citations?user=_skYTnUAAAAJ&hl=en,4177,1965,37,26,508,40
Barry Flinn,Clemson University,67,https://scholar.google.com/citations?user=-3B--mUAAAAJ&hl=en,2526,1228,23,13,127,10
GD Roodman,Indiana University,90,https://scholar.google.com/citations?user=FIRRxYsAAAAJ&hl=en,25002,8620,81,46,1397,110
Sandy Napel,Stanford,7,https://scholar.google.com/citations?user=dqJPxhEAAAAJ&hl=en,13258,3790,55,31,673,53
"Kequan Zhou, Associate Professor",University of Virginia,26,https://scholar.google.com/citations?user=f9WWQA4AAAAJ&hl=en,4622,3167,35,34,419,33
Antonia Monteiro,Yale,4,https://scholar.google.com/citations?user=6eRLAlAAAAAJ&hl=en,4066,2376,32,25,622,49
Harold U Baranger,Duke University,9,https://scholar.google.com/citations?user=JNd8RnAAAAAJ&hl=en,9837,2867,52,31,622,49
Allan R Wagner,Yale,4,https://scholar.google.com/citations?user=7OFub-oAAAAJ&hl=en,18589,4130,52,19,165,13
George A. Jackson,University of Georgia,55,https://scholar.google.com/citations?user=XZjpCNYAAAAJ&hl=en,7441,2701,51,29,165,13
George A. Jackson,Texas A&M University,72,https://scholar.google.com/citations?user=XZjpCNYAAAAJ&hl=en,7452,2707,51,29,165,13
Donald R. Fraser,Texas A&M University,72,https://scholar.google.com/citations?user=t8Bbh2wAAAAJ&hl=en,3863,1520,32,19,165,13
Steve Keir,Duke University,9,https://scholar.google.com/citations?user=HQkuv7QAAAAJ&hl=en,10398,6863,42,35,1396,110
John Brekke,University of Southern California,24,https://scholar.google.com/citations?user=CQItNowAAAAJ&hl=en,4950,2291,37,26,533,42
Catherine de Groot-Hedlin,University of San Diego,93,https://scholar.google.com/citations?user=dpECCgkAAAAJ&hl=en,2540,1276,20,17,368,29
Igor R. Efimov,George Washington University,56,https://scholar.google.com/citations?user=4Bitim0AAAAJ&hl=en,9588,5347,54,38,1751,138
Eytan Adar,University of Michigan,28,https://scholar.google.com/citations?user=4tMapHYAAAAJ&hl=en,11239,5425,37,33,609,48
Sarah Mangelsdorf,University of Wisconsin Madison,50,https://scholar.google.com/citations?user=8G4wbhUAAAAJ&hl=en,6127,2514,36,29,203,16
Peter Calow,University of Minnesota,73,https://scholar.google.com/citations?user=LPanTCIAAAAJ&hl=en,15911,3945,71,35,888,70
Erdal Ozkan,Colorado School of Mines,76,https://scholar.google.com/citations?user=XDKmPA0AAAAJ&hl=en,3875,2507,30,23,444,35
Patrick A Tresco,University of Pennsylvania,8,https://scholar.google.com/citations?user=oRNakzMAAAAJ&hl=en,9432,4225,49,32,241,19
Daniel M. Weary,Columbia,5,https://scholar.google.com/citations?user=QEKqGDEAAAAJ&hl=en,15370,8961,71,51,1484,117
Dario Maestripieri,University of Chicago,3,https://scholar.google.com/citations?user=Or_dEW0AAAAJ&hl=en,8788,4729,54,35,761,60
David Alexander Brown,Brown University,14,https://scholar.google.com/citations?user=tEW9pSIAAAAJ&hl=en,4947,2947,37,34,520,41
"Lawrence J Cheskin, MD",Johns Hopkins University,12,https://scholar.google.com/citations?user=wzBFAwoAAAAJ&hl=en,12861,6060,54,35,1357,107
Karin M. Rabe,Rutgers University,70,https://scholar.google.com/citations?user=bDGbEV8AAAAJ&hl=en,24282,11840,61,42,837,66
Christina Chan,Michigan State University,83,https://scholar.google.com/citations?user=RO8j5EIAAAAJ&hl=en,3777,2567,35,28,1116,88
Jim Dai,Cornell,15,https://scholar.google.com/citations?user=HnO4jIMAAAAJ&hl=en,4745,1743,36,24,317,25
Cornelia Pechmann,University of California Irvine,43,https://scholar.google.com/citations?user=zhjswJYAAAAJ&hl=en,4920,2318,31,26,355,28
Glen A Jones,University of Georgia,55,https://scholar.google.com/citations?user=ShIIm8AAAAAJ&hl=en,2507,1676,28,24,710,56
Edith Hemaspaandra,Rochester Institute of Technology,97,https://scholar.google.com/citations?user=Z9W_SPAAAAAJ&hl=en,3872,1768,33,21,355,28
Randolph Kirchain,Massachusetts Institute of Technology,6,https://scholar.google.com/citations?user=TSEYNtsAAAAJ&hl=en,2893,2213,27,24,1141,90
Jung-Hun Seo (Ò‹ìÒæ´Õ_š),University at Buffalo,100,https://scholar.google.com/citations?user=AzZf8aYAAAAJ&hl=en,1540,1448,23,22,1141,90
Robert K. Christensen,Brigham Young University,61,https://scholar.google.com/citations?user=-5aAUboAAAAJ&hl=en,1699,1304,18,16,824,65
Costas Tsouris,Georgia Institute of Technology,35,https://scholar.google.com/citations?user=onJsJvUAAAAJ&hl=en,7188,4185,40,28,862,68
Silvia R Cianzio,University of Iowa,80,https://scholar.google.com/citations?user=Tu6OhGcAAAAJ&hl=en,3119,1236,32,19,431,34
"An Li, PhD., Samuel and Catherine Epstein Professor",University of Chicago,3,https://scholar.google.com/citations?user=7YRPCpsAAAAJ&hl=en,3533,2067,33,27,469,37
Peter Snyder,University of Minnesota,73,https://scholar.google.com/citations?user=inOO43MAAAAJ&hl=en,16356,13153,21,20,469,37
Benjamin N Greenwood,University of Denver,88,https://scholar.google.com/citations?user=B3CASSgAAAAJ&hl=en,3840,2439,32,26,507,40
Benjamin N Greenwood,University of Colorado,92,https://scholar.google.com/citations?user=B3CASSgAAAAJ&hl=en,3840,2439,32,26,507,40
MA Moseley,Duke University,9,https://scholar.google.com/citations?user=-6qF5JYAAAAJ&hl=en,4548,2345,36,27,1166,92
Geoffrey F Woodman,Vanderbilt,17,https://scholar.google.com/citations?user=XgOG9l0AAAAJ&hl=en,8272,4965,41,39,697,55
Kristi Kiick,University of Delaware,86,https://scholar.google.com/citations?user=BWRs5TQAAAAJ&hl=en,6596,4236,44,36,1153,91
James Friend,University of California San Diego,44,https://scholar.google.com/citations?user=G1bfdA4AAAAJ&hl=en,5924,4458,41,35,1305,103
James Friend,University of San Diego,93,https://scholar.google.com/citations?user=G1bfdA4AAAAJ&hl=en,5924,4458,41,35,1305,103
Ned L. Cooney,Yale,4,https://scholar.google.com/citations?user=FcoEISAAAAAJ&hl=en,9756,2552,43,26,76,6
David Arthur Hsieh,Duke University,9,https://scholar.google.com/citations?user=5XnK14gAAAAJ&hl=en,15556,4596,41,29,76,6
David R. Brown,Brown University,14,https://scholar.google.com/citations?user=6IvfeUwAAAAJ&hl=en,13214,3812,57,34,304,24
David Hajjar,Cornell,15,https://scholar.google.com/citations?user=8NBxyxAAAAAJ&hl=en,13627,3238,56,26,228,18
Volker Schweikhard,Rice University,16,https://scholar.google.com/citations?user=dapErzwAAAAJ&hl=en,2175,924,15,15,76,6
Ellen L. Simms,UC Berkeley,22,https://scholar.google.com/citations?user=g--NxecAAAAJ&hl=en,5894,2074,37,24,114,9
Scott G. Filler,"University of California, Los Angeles",23,https://scholar.google.com/citations?user=vgRGifIAAAAJ&hl=en,20321,10111,71,49,1330,105
Stephen G. Ryan,New York University,30,https://scholar.google.com/citations?user=WFS4jhMAAAAJ&hl=en,5741,2959,31,24,342,27
Patrick Crago,Case Western Reserve University,38,https://scholar.google.com/citations?user=Ts5sOvMAAAAJ&hl=en,6040,1238,41,19,152,12
Steven White,University of California Irvine,43,https://scholar.google.com/citations?user=tXebds4AAAAJ&hl=en,24270,9041,68,42,798,63
Sudipta Seal,University of Florida,45,https://scholar.google.com/citations?user=PD_2CZQAAAAJ&hl=en,23466,16976,79,62,3040,240
Michael Denison,University of California Davis,48,https://scholar.google.com/citations?user=w3gP0yYAAAAJ&hl=en,17374,7349,65,36,988,78
Olvi Mangasarian,University of Wisconsin Madison,50,https://scholar.google.com/citations?user=OkJ1G8YAAAAJ&hl=en,29834,9086,81,47,190,15
Allison Ann Payne,Villanova University,51,https://scholar.google.com/citations?user=4vF5iFwAAAAJ&hl=en,2298,1722,20,18,190,15
Gerald Kosicki,Ohio State University,54,https://scholar.google.com/citations?user=Hq_4SQkAAAAJ&hl=en,4727,1966,23,15,38,3
Joseph M. Anderson,Purdue University,57,https://scholar.google.com/citations?user=EF9bfUQAAAAJ&hl=en,2286,803,27,17,38,3
Narasimhan Srinivasan,University of Connecticut,58,https://scholar.google.com/citations?user=swvWTfgAAAAJ&hl=en,3757,1808,28,21,76,6
Stuart Rosenthal,Syracuse University,64,https://scholar.google.com/citations?user=R_ngVrUAAAAJ&hl=en,10070,5290,40,29,228,18
Richard Miller,Clemson University,67,https://scholar.google.com/citations?user=tzW8HRwAAAAJ&hl=en,2252,1034,21,15,38,3
Gautam Ray,University of Minnesota,73,https://scholar.google.com/citations?user=f1GYO7wAAAAJ&hl=en,3555,2046,15,14,304,24
Stephen Melville,Virginia Tech,74,https://scholar.google.com/citations?user=PN18XVQAAAAJ&hl=en,1856,832,21,16,152,12
Jerald Ault,Miami University,78,https://scholar.google.com/citations?user=cljlXUIAAAAJ&hl=en,4735,1935,35,23,342,27
Lei Yu,Yeshiva University,96,https://scholar.google.com/citations?user=bRCoY7EAAAAJ&hl=en,6717,4209,16,14,152,12
Sharyn D. Baker,Ohio State University,54,https://scholar.google.com/citations?user=T-WfaJUAAAAJ&hl=en,10744,4981,60,40,975,77
William Catalona,Northwestern,13,https://scholar.google.com/citations?user=WDGOvG8AAAAJ&hl=en,50421,14120,111,60,1380,109
"Stuart C. Ray, MD",Johns Hopkins University,12,https://scholar.google.com/citations?user=y1eNnpwAAAAJ&hl=en,14809,6409,51,38,481,38
Paolo Serafini,University of Miami,49,https://scholar.google.com/citations?user=C8Z8IjgAAAAJ&hl=en,7214,3936,24,24,405,32
Ming Ye,Florida State University,82,https://scholar.google.com/citations?user=8NhUhVMAAAAJ&hl=en,1921,1508,24,22,810,64
Liliana M. Davalos,Stony Brook University,98,https://scholar.google.com/citations?user=XSwScHgAAAAJ&hl=en,1999,1258,23,20,405,32
Paul Barford,University of Wisconsin Madison,50,https://scholar.google.com/citations?user=4uypulQAAAAJ&hl=en,10920,4188,41,32,620,49
William C. McGaghie,Northwestern,13,https://scholar.google.com/citations?user=dUdQcvMAAAAJ&hl=en,14401,9318,52,41,1164,92
Christopher Spadaccini,Massachusetts Institute of Technology,6,https://scholar.google.com/citations?user=YJgFjT0AAAAJ&hl=en,2071,1488,19,18,1126,89
scott brown,Brown University,14,https://scholar.google.com/citations?user=kIiMFF0AAAAJ&hl=en,7699,5211,46,40,1594,126
Ian T. Foster,University of Chicago,3,https://scholar.google.com/citations?user=VGoSakQAAAAJ&hl=en,108041,25222,123,66,2644,209
VA Braithwaite,University of Pennsylvania,8,https://scholar.google.com/citations?user=PBef-lUAAAAJ&hl=en,6594,3654,45,35,468,37
VA Braithwaite,University of Virginia,26,https://scholar.google.com/citations?user=PBef-lUAAAAJ&hl=en,6594,3654,45,35,468,37
VA Braithwaite,Pennsylvania State University,52,https://scholar.google.com/citations?user=PBef-lUAAAAJ&hl=en,6594,3654,45,35,468,37
Moe Win,Massachusetts Institute of Technology,6,https://scholar.google.com/citations?user=qRd8Hh4AAAAJ&hl=en,31565,12397,77,53,1682,133
Suzy B Gulliver,Brown University,14,https://scholar.google.com/citations?user=XyUIPxEAAAAJ&hl=en,4031,1816,33,25,607,48
Suzy B Gulliver,University of Virginia,26,https://scholar.google.com/citations?user=XyUIPxEAAAAJ&hl=en,4031,1816,33,25,607,48
Suzy B Gulliver,Boston University,37,https://scholar.google.com/citations?user=XyUIPxEAAAAJ&hl=en,4031,1816,33,25,607,48
Vsevolod Polotsky,Johns Hopkins University,12,https://scholar.google.com/citations?user=T3gdnR8AAAAJ&hl=en,7131,4868,41,37,1138,90
Ian Fisher,Stanford,7,https://scholar.google.com/citations?user=bdKcNjgAAAAJ&hl=en,16918,11511,63,49,2061,163
Dennis Clegg,University of California Santa Barbara,39,https://scholar.google.com/citations?user=adm2PjUAAAAJ&hl=en,4241,2098,33,21,708,56
Smita S Patel,Rutgers University,70,https://scholar.google.com/citations?user=YIdcuZYAAAAJ&hl=en,8370,3149,49,28,670,53
Martha Stone Palmer,University of Colorado,92,https://scholar.google.com/citations?user=pxc_-XYAAAAJ&hl=en,17863,9288,58,41,986,78
Marc A. Deshusses,Duke University,9,https://scholar.google.com/citations?user=Sm1ECLwAAAAJ&hl=en,9356,4422,51,37,632,50
Douglas L. Gin,University of Colorado,92,https://scholar.google.com/citations?user=W2V3J2kAAAAJ&hl=en,8306,5246,51,35,948,75
Massimiliano Galeazzi,University of Miami,49,https://scholar.google.com/citations?user=-Yg2E_QAAAAJ&hl=en,2521,1457,24,18,771,61
Edward Gabrielson,Johns Hopkins University,12,https://scholar.google.com/citations?user=fwxFh4sAAAAJ&hl=en,21167,7416,71,46,1188,94
Simeon D. Stoyanov,North Carolina State University,84,https://scholar.google.com/citations?user=-kjDoRUAAAAJ&hl=en,2485,2139,27,24,1188,94
Jytte Klausen,Brandeis University,34,https://scholar.google.com/citations?user=Yu_PM28AAAAJ&hl=en,2027,1094,16,12,278,22
Min-Feng Yu,Georgia Institute of Technology,35,https://scholar.google.com/citations?user=Mu3cYQ8AAAAJ&hl=en,13764,6068,39,31,139,11
Derek Abbott,Case Western Reserve University,38,https://scholar.google.com/citations?user=WOoD-1cAAAAJ&hl=en,4309,2489,23,22,278,22
Min-Feng Yu,Yeshiva University,96,https://scholar.google.com/citations?user=Mu3cYQ8AAAAJ&hl=en,13765,6079,39,31,139,11
May D Wang,Emory,21,https://scholar.google.com/citations?user=iCx27kUAAAAJ&hl=en,7935,5258,32,29,2464,195
Marco Gruteser,Rutgers University,70,https://scholar.google.com/citations?user=HSPbKTAAAAAJ&hl=en,9708,6456,43,37,1352,107
Norman Li,Southern Methodist University,63,https://scholar.google.com/citations?user=ujNU5jYAAAAJ&hl=en,5661,4093,34,31,657,52
Arndt Schimmelmann,Indiana University,90,https://scholar.google.com/citations?user=foO5yFIAAAAJ&hl=en,5991,3645,43,31,1175,93
Lori Sokoll,Johns Hopkins University,12,https://scholar.google.com/citations?user=B7nkYQcAAAAJ&hl=en,13962,6190,59,40,960,76
Srinivasa Narasimhan,Carnegie Mellon University,25,https://scholar.google.com/citations?user=MhYrLJAAAAAJ&hl=en,7314,5328,39,33,480,38
Erin Baker,University of Massachusetts Amherst,77,https://scholar.google.com/citations?user=Ik2Eb_oAAAAJ&hl=en,1854,1426,21,19,480,38
Susan Brown Trinidad,Brown University,14,https://scholar.google.com/citations?user=fZ8NnW0AAAAJ&hl=en,2342,2039,17,17,341,27
Todd D Krauss,Cornell,15,https://scholar.google.com/citations?user=ROcITEkAAAAJ&hl=en,8542,4069,46,35,783,62
fred coe,University of Chicago,3,https://scholar.google.com/citations?user=X6vdtYAAAAAJ&hl=en,19403,6464,76,40,505,40
Shannon Cavanagh,University of Texas at Austin,59,https://scholar.google.com/citations?user=5s-dfkYAAAAJ&hl=en,1918,1225,17,15,101,8
Misook Ha,University of Texas at Austin,59,https://scholar.google.com/citations?user=E8yX8wMAAAAJ&hl=en,1546,1061,12,12,101,8
James C (Cole) Galloway,University of Delaware,86,https://scholar.google.com/citations?user=tlrULRIAAAAJ&hl=en,2037,1517,25,21,505,40
Gary Melton,University of Colorado,92,https://scholar.google.com/citations?user=PGrwGRwAAAAJ&hl=en,11993,2604,53,20,303,24
Kemal Akkaya,University of Florida,45,https://scholar.google.com/citations?user=63HyXSkAAAAJ&hl=en,9893,6267,34,29,1073,85
Qiang Li,Virginia Tech,74,https://scholar.google.com/citations?user=z2ynYMUAAAAJ&hl=en,1842,1806,21,20,1502,119
Stephen Clarke,Clark University,81,https://scholar.google.com/citations?user=qr7zUMAAAAAJ&hl=en,14278,9273,54,43,2764,219
Kristin Hansen Lagattuta,University of California Davis,48,https://scholar.google.com/citations?user=AX04uHEAAAAJ&hl=en,2239,1394,23,23,265,21
Michael D. Schmidt,University of Georgia,55,https://scholar.google.com/citations?user=CvllpyAAAAAJ&hl=en,4237,3276,31,28,265,21
Charles Hoppel,Case Western Reserve University,38,https://scholar.google.com/citations?user=Sulg2ZoAAAAJ&hl=en,21447,8724,75,48,1123,89
Robyn Fivush,Emory,21,https://scholar.google.com/citations?user=NY2XWtIAAAAJ&hl=en,21436,8787,80,51,757,60
David Gao,University of Denver,88,https://scholar.google.com/citations?user=Lejoa4wAAAAJ&hl=en,3604,2894,30,27,1249,99
Alan G. Darvill,University of Georgia,55,https://scholar.google.com/citations?user=-sejMeAAAAAJ&hl=en,26882,7847,83,41,391,31
Bhaskar Krishnamachari,University of Southern California,24,https://scholar.google.com/citations?user=JHJozAYAAAAJ&hl=en,23319,11605,69,52,1589,126
Daniel A Kirschner,Boston College,32,https://scholar.google.com/citations?user=lckjxfAAAAAJ&hl=en,12951,3063,52,30,227,18
Brian P Mann,Duke University,9,https://scholar.google.com/citations?user=Ostxg-sAAAAJ&hl=en,5746,4049,36,31,807,64
Jelena Vuckovic,Stanford,7,https://scholar.google.com/citations?user=-afJI14AAAAJ&hl=en,19080,10224,69,51,2194,174
Maxim G. Vavilov,University of Wisconsin Madison,50,https://scholar.google.com/citations?user=zpEDv9QAAAAJ&hl=en,2699,1197,28,19,290,23
William H. Green,Massachusetts Institute of Technology,6,https://scholar.google.com/citations?user=PGQTLWwAAAAJ&hl=en,8686,4426,53,36,1576,125
